The initial conditions, the periods $T$ and the stability of the "panio-trio" periodic orbits in the case of the initial position $\bm{r}_1 = (-1, 0, 0)$, 
$\bm{r}_2=(1, 0, 0)$ and $\bm{r}_3 = (0, 0, z_0)$ with the initial velocities $\bm{v}_1 = (v_x, v_y, v_z)$, $\bm{v}_2 = (v_x, v_y, -v_z)$ 
and $\bm{v}_3 = (-2 v_x/m_3, -2 v_y/m_3, 0)$. Stability of periodic orbit: S (linearly stable), U (linearly unstable).
------------------------------------------------------------------------------------------------------------------------------------------------------
Orbit O_{n}(m_3)            z_0                      v_x                    v_y                         v_z                     T           stability
O_{133}(0.6)        1.65020625221178e-01     3.56745329372352e-01     1.50399772698288e-01     1.90205528014518e-03     8.58899613954999e+01    U
O_{151}(0.6)        1.34323375010871e-01     3.47036159150827e-01     1.54876725569172e-01    -6.62257633306171e-03     9.25086692714739e+01    U
O_{235}(0.6)        2.60635747607690e-01     3.39287634056199e-01     1.13289231621146e-01    -2.42427059225061e-02     1.16370605446447e+02    S
O_{238}(0.6)        1.40612277118520e-01     3.58441709953137e-01     1.47507148199383e-01     1.94216904926371e-03     1.17008497807367e+02    S
O_{284}(0.6)        1.30692225307353e-01     3.57512649258154e-01     1.47376932788145e-01     6.14489062140071e-04     1.26645751044943e+02    S
O_{330}(0.6)        3.50948000016234e-01     3.41729363457032e-01     9.66128673575840e-02     4.05279448230640e-03     1.34558757151518e+02    U
O_{525}(0.6)        1.01953277965569e-01     3.51212066207788e-01     1.48132876326356e-01    -2.38251635062519e-03     1.63031945391878e+02    S
O_{560}(0.6)        2.33157222527209e-01     3.52263637213261e-01     1.16042284871692e-01    -5.70416590108536e-03     1.67056136983393e+02    S
O_{566}(0.6)        4.28408081357559e-01     3.30995047356721e-01     5.86899018956468e-02    -3.28833715387420e-03     1.67660978471331e+02    U
O_{570}(0.6)        4.25625895822007e-01     3.31890529865606e-01     5.87835473473440e-02    -3.90692333298154e-03     1.68003890825575e+02    U
O_{622}(0.6)        2.97661920246330e-01     3.39766708580195e-01     1.02006659008053e-01    -6.48988288154292e-03     1.74321297641960e+02    U
O_{651}(0.6)        2.16006512087831e-01     3.53985805049906e-01     1.20336488698599e-01    -1.84632389518564e-03     1.78374789398643e+02    S
O_{677}(0.6)        8.49986907860702e-02     3.49197966560489e-01     1.47876047617215e-01    -5.74961505481438e-03     1.81080696415691e+02    U
O_{694}(0.6)        4.66597769522511e-01     3.30957324705285e-01     3.05694379431668e-02     3.00278256586247e-04     1.83069161373634e+02    U
O_{698}(0.6)        9.30822357895389e-02     3.52283523717792e-01     1.46934137226047e-01    -2.50260580223523e-03     1.83384908279122e+02    U
O_{731}(0.6)        3.16126193319871e-01     3.54547344532339e-01     1.00680727524610e-01     1.55951803199154e-02     1.86724741307487e+02    U
O_{743}(0.6)        3.88482508133366e-01     3.30005799377466e-01     6.57575415714228e-02    -2.47443405961085e-03     1.87757809156490e+02    U
O_{760}(0.6)        1.99918320599709e-01     3.55702832458894e-01     1.23519700426772e-01     3.18412430455078e-04     1.89730146854804e+02    U
O_{792}(0.6)        8.54433852453603e-02     3.52279871884554e-01     1.46642419142890e-01    -4.08815600495573e-03     1.93157256406457e+02    U
O_{803}(0.6)        2.79910195020536e-01     3.52196627914809e-01     1.08830009829683e-01     1.46148593151754e-02     1.93866797149720e+02    U
O_{151}(0.7)        3.15046697572658e-01     3.93415429965629e-01     1.73330700710110e-01     3.47559024062899e-03     7.93613285679266e+01    U
O_{225}(0.7)        4.13546210245286e-01     3.93641216406760e-01     1.31460327111307e-01     2.28933453084132e-03     9.53407215334061e+01    U
O_{243}(0.7)        3.01967686547055e-01     4.43820127228716e-01     1.22363955391118e-01     6.78941043302723e-03     9.80302274490930e+01    U
O_{268}(0.7)        2.82397889485900e-01     3.85691014396861e-01     1.66413304707138e-01    -1.44607301440891e-02     1.01258015041921e+02    S
O_{345}(0.7)        2.21549844571870e-01     3.86178905763283e-01     1.83847619329622e-01    -1.00930659821872e-02     1.12425462685629e+02    S
O_{410}(0.7)        2.50217018689057e-01     4.01450308573451e-01     1.79860670248735e-01     8.18382167334559e-03     1.20016703019303e+02    U
O_{451}(0.7)        1.90524416979451e-01     3.89519534169070e-01     1.92169210166756e-01    -5.28571827536724e-03     1.25062460163499e+02    U
O_{565}(0.7)        1.78147137559032e-01     3.96749507246007e-01     1.95542416198223e-01     2.75738180700078e-03     1.40041258391381e+02    U
O_{639}(0.7)        2.10699823696040e-01     3.83372106875904e-01     1.85482700688636e-01     3.73628530911230e-03     1.47651447206897e+02    U
O_{666}(0.7)        1.55776067163866e-01     3.95343616493608e-01     2.00585836305613e-01     1.69863256252965e-03     1.50675319599725e+02    S
O_{784}(0.7)        1.43581046988875e-01     3.95866542781199e-01     2.03647386661197e-01     3.62773011118863e-03     1.62450812783892e+02    U
O_{871}(0.7)        3.00506893204736e-01     4.45161921093642e-01     4.78804406263497e-02     1.22552867824253e-02     1.70829216115230e+02    U
O_{928}(0.7)        2.64466598789263e-01     4.04940313820473e-01     1.46048011549587e-01     1.43283231117960e-03     1.76100456441394e+02    U
O_{1023}(0.7)       2.22995318094683e-01     4.02217245795965e-01     1.56863903736613e-01    -3.80046450459772e-03     1.84745681204685e+02    U
O_{1033}(0.7)       1.17217677435885e-01     3.96622673171386e-01     2.08002989483309e-01     2.14928249848278e-03     1.85538168293477e+02    U
O_{1177}(0.7)       1.05228724362150e-01     3.96800965385024e-01     2.09148959331522e-01     5.32169206271664e-04     1.96730191328071e+02    U
O_{1183}(0.7)       2.62584406940487e-01     4.23587784029190e-01     6.70007089832308e-02    -1.27136259291355e-03     1.97167998182406e+02    S
O_{1214}(0.7)       2.49600799978690e-01     4.00987193799922e-01     1.47264167874495e-01     5.98468020881046e-04     1.99232190442448e+02    U
O_{168}(0.8)        3.68808260199874e-01     4.28130640930663e-01     2.07007352622062e-01     1.70275861590582e-03     7.65723388554300e+01    U
O_{384}(0.8)        1.53276687881480e-01     4.19673093950747e-01     2.76040937460636e-01     3.89175715954706e-03     1.12018280019499e+02    S
O_{414}(0.8)        2.19016526708187e-01     4.32396317802929e-01     2.41823762010826e-01     7.17547247935744e-03     1.17602853365454e+02    S
O_{424}(0.8)        4.75388024313016e-01     3.70931102634159e-01     1.79505067814222e-01     2.01994486705894e-03     1.19003510101821e+02    U
O_{433}(0.8)        3.54481396880989e-01     4.92741504609322e-01     1.08672659604328e-01     1.01032828375641e-02     1.19754394292845e+02    U
O_{518}(0.8)        3.07573741908317e-01     4.20373344989177e-01     2.03220658639483e-01    -1.15554010129767e-02     1.31123513230600e+02    U
O_{543}(0.8)        1.89043822120428e-01     4.38241835279896e-01     2.52143556552273e-01     1.54646103949140e-02     1.33370883249856e+02    S
O_{580}(0.8)        1.73825300067305e-01     4.51398312381286e-01     2.44436690361619e-01     7.03425616891813e-03     1.37408148646232e+02    U
O_{665}(0.8)        2.43184694701685e-01     4.30226460963657e-01     2.16570498573865e-01    -1.49410883536064e-03     1.45777837653001e+02    S
O_{732}(0.8)        5.22240173001887e-01     4.13349345540996e-01     1.25815801652413e-01     1.48629988945956e-03     1.53205744206201e+02    U
O_{748}(0.8)        1.53368037931180e-01     4.26387205600515e-01     2.52581165606568e-01     9.37364344156584e-04     1.54521286884760e+02    S
O_{756}(0.8)        3.78414240788058e-01     4.33764527839619e-01     1.81742937579370e-01     5.22342073268881e-03     1.55430967329054e+02    U
O_{858}(0.8)        1.35393409167021e-01     4.24068675797295e-01     2.60579372799925e-01     3.48262796938423e-03     1.66325384544411e+02    U
O_{890}(0.8)        2.04619409856048e-01     4.27184423692882e-01     2.22659802361551e-01    -2.40946270318671e-03     1.70857300968219e+02    S
O_{908}(0.8)        3.52226551078106e-01     4.61941637783958e-01     1.35276381916459e-01     2.61486542966195e-03     1.72389191771256e+02    U
O_{920}(0.8)        4.23559067157643e-01     4.88940171209633e-01     1.19076623050651e-02     1.24603706066150e-02     1.74402067934045e+02    U
O_{973}(0.8)        5.47352545777421e-01     4.02376694611206e-01     1.12200618946891e-01     1.35649984264220e-03     1.79806539097276e+02    U
O_{1097}(0.8)       3.15411577586253e-01     4.48686515193850e-01     1.60132649315202e-01     1.05756695395494e-03     1.93563697940814e+02    U
O_{194}(0.9)        6.05404525132006e-01     3.00491903588328e-01     2.29343997208957e-01    -3.78068529743801e-03     7.16386481968454e+01    U
O_{267}(0.9)        5.72887426018011e-01     3.20570361949629e-01     2.33464479211540e-01     3.14509245431738e-03     8.69660378981260e+01    S
O_{360}(0.9)        5.39565645114066e-01     3.30350468879024e-01     2.34743680180308e-01     1.09572084866547e-03     1.00626020477782e+02    U
O_{431}(0.9)        3.38455631824118e-01     4.86962188871247e-01     2.23338803917106e-01     4.76714161088980e-03     1.10941428671430e+02    U
O_{463}(0.9)        5.34568260825698e-01     3.87255329260164e-01     2.11910633320573e-01     1.10811266512508e-04     1.15877904148036e+02    U
O_{508}(0.9)        5.51475769612289e-01     4.53169763490431e-01     1.66643634706118e-01     3.21623011604608e-03     1.22585159941859e+02    U
O_{555}(0.9)        3.99154388434669e-01     4.76550595808233e-01     2.19087595149231e-01     2.37836262756374e-02     1.28492608859251e+02    S
O_{570}(0.9)        2.92201611973546e-01     4.54036215535439e-01     2.57442401461634e-01    -4.58466574623986e-03     1.30259675093683e+02    U
O_{617}(0.9)        5.48942684010469e-01     4.43507557023185e-01     1.67029622851934e-01    -7.44913197320328e-04     1.35421975960104e+02    U
O_{642}(0.9)        3.12195914407820e-01     4.36834302045161e-01     2.51030479599662e-01    -7.14133418338596e-03     1.39265426237997e+02    U
O_{658}(0.9)        3.87657982496516e-01     4.70400962117415e-01     2.12557710663831e-01     6.53082820304340e-03     1.40854808230003e+02    S
O_{707}(0.9)        5.47253078157762e-01     4.34837971495415e-01     1.67361979762968e-01    -4.04345632108467e-03     1.48034603388784e+02    U
O_{740}(0.9)        3.80329278437846e-01     4.65355029626029e-01     2.07381043560837e-01    -6.00675379246441e-03     1.53660473642963e+02    S
O_{792}(0.9)        5.45803152905696e-01     4.27336481700629e-01     1.66446411267951e-01    -7.73208764140495e-03     1.60369239263168e+02    U
O_{796}(0.9)        6.21678352734101e-01     2.85348124938063e-01     2.96879207164890e-02     1.35792931623665e-02     1.60668972708231e+02    U
O_{843}(0.9)        2.20784683943143e-01     4.68470810566084e-01     2.52340956785970e-01    -1.07843665716841e-02     1.64871006012065e+02    U
O_{857}(0.9)        3.74806655343323e-01     4.60347599260852e-01     2.03616146689624e-01    -1.54860785395508e-02     1.66339269661720e+02    S
O_{891}(0.9)        5.56042656746407e-01     4.14192870408703e-01     1.61006805131760e-01    -1.06418827456188e-02     1.69976903470047e+02    U
O_{929}(0.9)        2.52702302305545e-01     4.50487676917146e-01     2.51131832393817e-01    -1.41564874679409e-03     1.73466670887614e+02    U
O_{976}(0.9)        3.67899155498317e-01     4.55414711386194e-01     2.00653165912892e-01    -2.42147656885881e-02     1.78543664177283e+02    S
O_{1008}(0.9)       5.56910152250843e-01     3.13686838161679e-01     4.23242872771334e-02    -1.22897909097474e-03     1.81726793938510e+02    S
O_{1021}(0.9)       2.55802480125916e-01     4.39456958280568e-01     2.48009209753908e-01    -1.05960898155998e-02     1.82625901239610e+02    U
O_{1079}(0.9)       5.85581001240664e-01     3.24801543435163e-01     4.21082462478569e-02     1.22513784075654e-02     1.88514006415714e+02    U
O_{1194}(0.9)       5.25670976049181e-01     3.28140797039071e-01     5.25046977101778e-02    -5.79913532410317e-03     1.99112628684451e+02    S
O_{1203}(0.9)       4.66812218494919e-01     4.43283959828023e-01     2.04949439558091e-01     2.25513423214494e-02     2.00836506160381e+02    U
O_{242}(1.0)        1.38693045544612e-01     4.36131434844273e-01     4.12417576239853e-01    -1.15116481640751e-02     8.41037866452026e+01    U
O_{282}(1.0)        1.86076486490881e-01     4.20153262492394e-01     3.52419463404284e-01    -3.30908359868290e-02     9.20570725289006e+01    U
O_{284}(1.0)        3.08930885224731e-01     3.95053313629543e-01     3.56101328150302e-01     3.07328847153993e-02     9.22038596515924e+01    U
O_{337}(1.0)        5.72507595049926e-01     4.23842383376001e-01     2.40627132688673e-01     1.67055433760822e-02     1.01321072830688e+02    U
O_{382}(1.0)        4.43502403831300e-01     4.60304393611578e-01     2.74917722398659e-01     1.61255402650798e-02     1.07327283824381e+02    U
O_{471}(1.0)        1.41241707608465e-01     4.52623701410378e-01     4.04200262272611e-01     1.52278796630322e-02     1.16437143097595e+02    U
O_{474}(1.0)        4.37439229879174e-01     4.38788563007267e-01     2.75986327057405e-01     7.48909582846262e-03     1.16740343748843e+02    U
O_{581}(1.0)        4.41535179664633e-01     4.18380781905819e-01     2.76313744808005e-01     5.27498630756051e-03     1.26318178981997e+02    U
O_{642}(1.0)        6.88456850949556e-01     2.42675843723689e-01     5.27653957824543e-02     1.33646466333567e-03     1.32232956521943e+02    U
O_{647}(1.0)        5.97078996262006e-01     4.69268764278950e-01     1.51626635209215e-01     1.22032209505753e-03     1.32559292418566e+02    U
O_{656}(1.0)        5.14612441110039e-01     4.85645204925675e-01     2.08218664371032e-01    -1.37926783232203e-03     1.33240152582669e+02    U
O_{696}(1.0)        3.53259270689515e-01     3.73271550862624e-01     2.87430712690434e-01    -2.83108444405814e-02     1.37126945256372e+02    U
O_{699}(1.0)        4.58842583921478e-01     4.01667763540820e-01     2.75390482206672e-01     1.05884202307452e-02     1.37280275517931e+02    U
O_{732}(1.0)        3.72528073640492e-01     4.48590760925711e-01     3.47347009215478e-01     4.41442867441059e-03     1.40038583396074e+02    U
O_{736}(1.0)        3.87693161995135e-01     4.19569147486716e-01     2.91277027846771e-01     1.02691487436245e-02     1.40435739183314e+02    U
O_{753}(1.0)        2.04998750820334e-01     4.40669970385954e-01     3.42433173932362e-01     3.21717562955678e-04     1.42787545753106e+02    U
O_{803}(1.0)        3.21424776231998e-01     4.38697294500258e-01     3.43185070022399e-01    -1.33142210349103e-02     1.47574162824942e+02    U
O_{827}(1.0)        4.09950753070415e-01     3.98739964890151e-01     2.87254183790796e-01     8.05886392833270e-03     1.49084775955527e+02    U
O_{889}(1.0)        3.85714231138991e-01     3.79161330625791e-01     2.90784126010179e-01    -3.85757297002373e-03     1.55420879214082e+02    S
O_{918}(1.0)        3.37159593521203e-01     4.25485902275362e-01     3.07140705340675e-01     2.07759274555825e-02     1.57333308075747e+02    U
O_{923}(1.0)        4.71283802980369e-01     3.87211163207363e-01     2.55760560654295e-01     9.98728236317634e-03     1.57949059768683e+02    U
O_{944}(1.0)        3.13444848729244e-01     3.96351642232245e-01     3.06467646314603e-01    -5.31441416747151e-03     1.59048448468737e+02    S
O_{1042}(1.0)       3.98448003630878e-01     3.70551483554012e-01     2.90985585189769e-01     1.99148189563904e-03     1.67382589633650e+02    S
O_{1067}(1.0)       4.67564869703416e-01     3.01926232630198e-01     2.99381087549891e-01     2.40269615464269e-03     1.69118946799779e+02    U
O_{1119}(1.0)       2.87723719921203e-01     3.97566416349388e-01     3.13536851854161e-01    -1.35776565123238e-03     1.73348192408113e+02    S
